date;heure;PA01H;ARG;EVRY;GEN;LOGNES;MELUN;VILLEM;PA15L;A1;DEF;GON;PA13;VERS;RUR-SE;CHAMP;PA18;OPERA;BOB;MANT;STDEN;RN6;RN20;AUT;BONAP;RUR-SO;HAUS;VITRY;RN2;SOULT;BASCH;CELES;ELYS;MONTG;NEUIL;PA12;BP_EST;AUB;EIFF3;PA07;TREMB
2020-03-01;2;13;3;7;6;4;5;5;5;30;7;7;10;2;0;6;10;27;9;4;9;7;17;30;n/d;0;18;6;27;11;23;10;12;5;10;10;22;10;2;5;7
2020-03-01;3;n/d;3;5;5;4;4;5;5;29;5;6;8;2;0;6;9;20;7;9;13;6;13;25;n/d;0;18;6;18;12;15;8;11;4;10;9;21;7;2;4;6
2020-03-01;4;13;3;3;5;4;4;5;4;49;4;6;7;1;0;6;9;21;5;5;6;3;14;29;n/d;0;20;8;13;11;18;9;11;4;11;6;19;6;1;3;6
2020-03-01;5;15;5;3;7;4;4;7;5;49;5;9;10;4;0;8;11;24;6;5;20;4;25;34;n/d;0;22;10;21;19;24;11;15;5;13;11;34;11;1;4;7
2020-03-01;6;14;8;4;11;4;5;10;6;48;7;13;12;5;0;9;14;22;10;7;27;10;31;34;n/d;0;18;10;33;18;27;13;16;5;14;17;53;14;2;9;10
2020-03-01;7;14;7;5;10;5;7;11;7;55;11;12;17;3;0;12;15;25;13;6;18;14;25;36;n/d;0;17;11;37;18;44;13;14;5;14;28;63;14;3;6;12
2020-03-01;8;17;8;5;10;6;7;12;8;62;15;12;19;3;0;12;18;29;13;7;12;14;31;44;n/d;1;25;10;42;22;48;16;15;6;19;29;72;15;2;7;12
2020-03-01;9;16;10;6;10;6;7;12;7;55;19;13;14;3;0;10;16;29;14;9;13;15;40;49;n/d;1;20;8;35;20;36;12;13;7;17;25;45;14;3;7;11
2020-03-01;10;16;10;7;9;6;9;11;8;59;20;9;14;3;0;10;15;32;12;10;11;26;41;59;n/d;1;21;9;38;17;44;14;17;8;17;23;41;15;3;8;11
2020-03-01;11;17;13;8;12;6;9;13;9;52;20;12;18;4;0;10;17;38;13;13;11;32;59;64;n/d;1;28;10;48;22;54;14;16;8;21;23;46;17;4;10;10
2020-03-01;12;18;18;12;13;11;10;16;13;75;25;14;25;5;0;15;19;57;15;11;17;36;78;74;n/d;1;36;17;66;30;64;25;19;12;24;29;60;21;6;13;13
2020-03-01;13;26;20;9;18;9;10;15;14;82;24;18;26;5;0;17;22;61;17;11;24;45;71;69;n/d;1;40;14;76;25;64;27;23;10;30;27;81;21;6;15;13
2020-03-01;14;25;21;16;32;12;8;21;26;87;28;20;29;16;3;18;32;68;23;23;32;47;60;95;n/d;3;50;21;83;29;70;60;28;18;36;27;95;26;9;20;12
2020-03-01;15;36;21;10;43;19;7;31;40;62;36;22;39;20;1;15;n/d;79;44;12;37;27;69;95;n/d;2;51;33;71;51;71;69;39;18;41;40;86;38;20;n/d;24
2020-03-01;16;23;13;15;19;18;10;20;23;41;24;11;24;9;1;26;29;61;18;25;18;26;37;81;n/d;5;35;20;35;30;42;37;25;20;20;28;25;15;9;23;21
2020-03-01;17;39;38;20;35;19;14;33;35;98;19;18;31;22;2;34;44;85;19;27;36;19;52;140;n/d;2;66;24;58;46;63;66;53;21;44;49;35;35;2;38;22
2020-03-01;18;48;30;18;34;39;20;50;26;98;21;37;37;16;2;54;44;72;n/d;25;42;47;69;122;n/d;3;65;28;58;48;51;45;51;26;42;43;53;46;5;35;56
2020-03-01;19;44;39;15;30;36;21;39;21;87;22;43;38;16;2;44;42;68;n/d;49;33;48;73;89;n/d;6;65;36;60;59;66;39;52;26;44;39;78;42;4;31;56
2020-03-01;20;42;42;13;35;26;18;52;20;77;34;53;47;11;2;39;39;55;n/d;21;52;36;54;91;n/d;4;49;36;70;58;62;41;36;20;40;43;78;43;4;22;45
2020-03-01;21;31;26;16;28;18;16;44;14;69;26;40;34;7;2;28;29;37;n/d;16;43;36;68;77;n/d;3;33;30;59;41;63;26;28;14;33;34;64;31;4;16;46
2020-03-01;22;27;16;10;18;17;13;26;16;63;22;27;33;5;1;26;26;39;n/d;8;22;17;54;63;n/d;2;33;24;56;34;57;26;26;10;35;37;84;24;4;17;28
2020-03-01;23;26;11;8;19;13;8;19;12;68;18;24;32;5;1;17;25;30;n/d;6;22;12;38;55;n/d;2;25;18;52;24;52;24;21;9;28;32;59;24;3;14;16
2020-03-01;24;21;9;5;14;9;5;14;10;64;12;21;22;3;0;13;21;32;n/d;6;21;5;26;50;n/d;1;24;11;53;20;35;17;19;5;24;29;53;18;4;15;12
2020-03-02;1;17;10;4;16;4;4;11;12;45;13;14;14;2;0;7;19;28;n/d;5;15;4;17;30;n/d;1;24;10;34;16;23;22;17;5;20;22;52;14;3;13;8
2020-03-02;2;15;10;5;18;3;4;7;10;41;14;13;12;1;0;5;17;23;n/d;4;11;4;18;24;n/d;n/d;19;6;28;10;17;18;15;5;18;17;41;10;3;10;7
2020-03-02;3;12;9;4;14;4;4;5;9;37;11;10;11;1;1;5;14;16;n/d;4;9;6;28;23;n/d;n/d;13;5;22;8;18;10;9;5;15;13;36;8;3;8;6
2020-03-02;4;13;10;6;13;4;8;6;9;46;11;10;12;1;0;5;13;16;n/d;4;9;9;38;31;n/d;1;14;9;24;9;21;13;10;5;15;14;52;9;2;8;6
2020-03-02;5;18;13;11;15;6;13;8;12;78;11;16;16;2;0;8;19;32;n/d;8;15;20;84;55;n/d;1;26;17;38;12;46;30;14;6;21;20;76;13;5;13;9
2020-03-02;6;35;23;20;23;13;13;18;22;102;27;22;36;6;1;14;31;58;n/d;13;34;31;101;82;n/d;1;47;26;67;32;81;52;29;11;35;37;101;29;9;24;13
2020-03-02;7;48;35;27;38;14;22;34;29;105;44;36;45;11;2;22;42;76;n/d;22;50;70;102;94;n/d;3;56;28;78;55;89;45;44;14;47;46;103;40;13;31;18
2020-03-02;8;52;37;31;51;21;31;33;48;105;49;45;47;15;4;28;52;79;n/d;32;51;73;104;88;n/d;4;71;44;80;56;81;74;48;18;54;48;99;41;12;33;24
2020-03-02;9;55;40;39;48;21;26;35;45;85;58;46;53;17;10;29;48;82;n/d;23;52;70;110;96;n/d;5;71;40;85;65;96;60;54;21;59;56;98;49;15;37;27
2020-03-02;10;57;42;42;43;28;41;40;36;78;56;49;60;14;5;33;53;92;n/d;25;56;71;98;104;n/d;3;71;43;98;72;102;60;60;28;58;64;96;56;14;38;31
2020-03-02;11;51;39;43;30;29;41;46;29;87;47;49;48;16;4;46;40;83;n/d;23;47;67;93;122;n/d;2;65;49;86;71;76;58;50;30;45;56;81;50;14;36;37
2020-03-02;12;26;n/d;38;20;30;27;39;33;74;40;19;30;12;1;42;35;64;n/d;16;30;43;75;101;n/d;1;59;30;48;50;58;59;46;25;29;40;35;30;9;33;43
2020-03-02;13;24;20;27;23;30;26;28;34;75;39;8;29;9;2;35;35;66;n/d;12;25;40;81;95;n/d;3;48;23;52;35;52;53;42;26;23;34;26;28;9;29;24
2020-03-02;14;23;25;22;n/d;22;29;25;31;73;42;7;20;9;2;30;31;61;n/d;11;29;31;59;95;n/d;2;43;20;40;28;42;49;42;24;23;30;22;22;9;25;19
2020-03-02;15;26;19;22;n/d;21;28;25;25;66;n/d;8;21;10;1;24;34;64;n/d;10;27;28;50;82;n/d;2;49;16;44;29;37;52;42;22;24;34;22;21;8;22;23
2020-03-02;16;20;18;24;16;20;29;26;24;58;34;8;18;13;2;23;23;56;n/d;14;23;25;47;56;n/d;3;37;14;30;26;38;40;42;20;18;27;16;18;6;18;25
2020-03-02;17;21;25;22;20;23;26;23;35;53;36;11;21;17;3;23;29;54;n/d;12;23;26;56;70;n/d;5;42;20;36;25;42;38;40;22;22;28;19;23;9;22;23
2020-03-02;18;25;25;30;20;24;28;25;37;58;36;12;23;21;4;30;34;59;n/d;15;25;31;59;80;n/d;4;51;22;38;30;46;41;42;23;25;34;23;23;9;26;29
2020-03-02;19;33;27;31;28;23;28;30;42;68;42;14;29;23;3;33;45;66;n/d;19;32;30;61;94;n/d;4;58;24;41;36;53;57;53;32;36;41;27;26;10;36;37
2020-03-02;20;45;26;33;34;31;30;43;33;98;48;17;32;25;3;31;41;63;n/d;22;37;36;69;97;n/d;3;72;27;50;33;53;49;47;34;45;39;29;33;8;38;38
2020-03-02;21;36;20;32;34;27;22;32;23;89;36;29;31;16;3;28;32;47;n/d;30;40;31;53;84;n/d;2;56;19;42;25;37;37;37;31;32;31;23;30;4;21;50
2020-03-02;22;22;11;16;16;18;14;19;14;81;24;23;23;10;2;24;20;38;n/d;15;21;18;28;67;n/d;1;42;11;27;19;29;26;27;17;22;25;18;17;3;17;36
2020-03-02;23;17;9;13;12;17;11;17;13;68;16;13;17;6;1;22;19;36;n/d;16;14;12;27;64;n/d;1;37;11;26;16;27;25;25;12;21;21;18;15;3;14;21
2020-03-02;24;17;8;9;13;15;9;14;12;71;11;13;16;5;1;20;17;31;n/d;15;14;16;18;47;n/d;1;35;9;23;15;19;23;26;12;19;20;16;14;3;11;18
2020-03-03;1;16;8;9;11;16;7;12;10;53;10;14;12;3;1;24;17;21;n/d;11;12;14;16;39;n/d;1;25;9;21;16;18;15;18;9;19;17;19;13;2;9;25
2020-03-03;2;19;9;6;10;18;8;9;10;46;13;16;12;4;2;20;15;18;n/d;14;11;13;38;39;n/d;2;22;21;18;20;19;15;18;11;18;14;36;11;3;9;26
2020-03-03;3;22;11;5;13;19;8;14;7;52;14;18;17;5;2;24;16;21;n/d;7;11;12;64;43;n/d;3;25;24;19;25;21;15;19;13;17;15;47;10;3;12;20
2020-03-03;4;20;20;18;14;27;10;20;8;63;12;16;23;7;2;25;18;22;n/d;11;11;19;71;58;n/d;3;22;31;29;29;31;16;18;13;19;24;60;16;3;12;21
2020-03-03;5;20;22;27;16;36;17;42;15;76;11;21;31;12;3;34;21;29;n/d;23;19;36;101;74;n/d;3;28;58;37;47;36;21;22;20;23;34;78;23;3;14;29
2020-03-03;6;29;59;34;26;52;28;60;21;88;18;38;42;21;5;49;36;58;n/d;30;36;60;118;114;n/d;6;52;65;55;64;80;38;42;33;39;57;104;41;4;26;49
2020-03-03;7;47;65;46;53;62;45;69;40;85;45;73;51;28;5;58;49;76;n/d;47;68;78;115;99;n/d;11;66;59;83;77;92;72;54;36;47;61;94;58;14;38;61
2020-03-03;8;51;58;40;58;51;43;64;39;90;62;63;56;29;5;53;46;72;n/d;45;57;77;116;87;n/d;8;79;54;86;71;93;66;51;32;49;63;107;59;17;38;59
2020-03-03;9;52;41;30;47;30;27;53;31;90;62;47;50;15;3;41;44;71;n/d;29;49;70;99;88;n/d;6;74;41;88;69;87;59;43;26;44;56;85;59;17;38;49
2020-03-03;10;38;33;20;32;22;18;44;24;81;56;44;n/d;9;3;37;38;68;n/d;20;44;51;81;94;n/d;5;68;32;79;53;78;47;46;22;39;43;102;46;27;35;47
2020-03-03;11;37;31;23;32;20;18;36;18;77;55;42;n/d;5;2;31;36;71;44;15;45;56;70;93;n/d;4;67;24;83;40;74;38;48;21;33;39;71;46;22;26;41
2020-03-03;12;27;22;21;23;16;16;29;n/d;82;38;38;27;6;2;24;29;65;33;11;n/d;47;72;90;n/d;3;59;19;79;37;60;33;39;17;30;28;56;36;17;20;35
2020-03-03;13;26;20;18;17;16;15;23;n/d;96;26;22;19;8;2;20;22;61;29;11;n/d;40;67;97;n/d;4;52;19;64;33;55;24;39;14;26;24;53;26;11;20;32
2020-03-03;14;21;16;23;11;14;18;22;12;83;21;12;18;10;1;19;22;40;17;10;n/d;40;75;105;n/d;1;45;13;36;24;42;30;31;12;26;20;36;20;7;16;30
2020-03-03;15;21;17;20;9;20;17;21;14;93;23;15;19;10;0;20;20;32;17;12;23;43;55;101;n/d;1;36;14;42;23;44;46;49;18;22;21;25;n/d;5;16;26
2020-03-03;16;23;20;20;17;23;28;23;15;86;30;12;17;14;1;23;30;42;17;17;24;49;67;97;n/d;3;63;14;47;30;39;29;46;21;23;24;21;n/d;5;17;28
2020-03-03;17;21;21;30;20;26;28;27;27;72;51;12;21;16;1;23;35;62;19;21;20;45;70;96;n/d;5;59;20;40;44;48;50;50;25;25;31;20;21;8;23;31
2020-03-03;18;30;40;34;40;32;37;32;39;98;52;22;28;30;2;40;43;77;26;43;43;43;98;106;n/d;6;58;35;51;47;72;59;67;40;36;42;25;42;12;40;74
2020-03-03;19;43;66;68;55;63;53;69;51;113;59;46;35;56;4;62;56;81;52;n/d;54;56;130;113;n/d;9;66;53;74;46;77;78;65;72;50;55;32;52;8;50;90
2020-03-03;20;60;80;87;65;68;60;86;60;121;59;69;50;60;12;72;62;89;63;72;77;60;115;125;n/d;15;82;60;74;53;78;66;65;76;78;56;43;62;5;58;92
2020-03-03;21;57;71;76;72;82;63;63;66;127;38;77;63;51;8;86;63;91;61;80;70;84;94;118;n/d;12;82;73;74;51;74;75;76;78;71;64;49;62;3;65;90
2020-03-03;22;51;59;54;58;85;61;64;47;113;30;79;58;39;6;88;55;79;56;60;64;67;84;108;n/d;10;71;68;66;48;64;63;60;57;62;60;43;57;3;53;85
2020-03-03;23;43;47;34;40;81;36;39;32;96;19;55;45;28;9;85;45;60;42;48;43;53;65;94;n/d;5;65;60;45;42;58;49;46;54;55;56;45;33;2;39;82
2020-03-03;24;30;28;27;35;73;28;28;25;79;14;34;29;22;6;75;33;52;26;23;29;45;39;77;n/d;3;60;36;37;31;40;35;44;40;44;40;31;33;2;25;51
2020-03-04;1;25;23;16;24;54;18;57;22;65;13;22;25;17;5;63;25;38;23;36;22;26;23;62;n/d;4;44;23;28;26;29;27;30;31;30;36;30;24;2;20;35
2020-03-04;2;23;21;14;21;43;15;44;16;67;10;22;21;15;5;50;24;30;27;36;22;18;25;52;n/d;6;41;17;42;23;26;29;28;26;28;27;27;30;1;18;31
2020-03-04;3;21;27;13;18;32;14;48;10;57;9;17;24;11;5;42;19;26;26;33;21;19;32;50;n/d;6;34;25;34;38;23;21;25;23;26;25;53;25;2;15;32
2020-03-04;4;25;50;20;23;34;15;52;10;83;10;25;29;9;6;38;20;28;24;38;23;26;57;56;n/d;6;35;35;36;44;32;25;26;20;28;45;93;21;1;16;46
2020-03-04;5;27;65;31;30;40;23;52;13;103;20;33;33;14;4;40;31;35;52;24;35;40;96;84;n/d;5;40;61;58;59;74;36;31;19;47;65;97;39;2;16;55
2020-03-04;6;39;73;46;51;57;31;64;21;91;44;58;46;21;7;50;39;50;69;34;65;44;106;109;n/d;5;56;67;92;65;95;51;48;29;65;61;107;59;8;28;59
2020-03-04;7;64;62;47;71;62;42;68;42;102;58;84;67;32;6;58;60;85;70;45;69;83;128;120;n/d;10;80;71;110;71;100;67;71;37;68;75;132;72;19;43;63
2020-03-04;8;68;66;44;65;61;40;65;57;96;65;84;74;38;5;52;71;90;69;44;74;84;118;138;n/d;11;85;63;96;72;100;71;73;47;61;73;120;72;17;53;62
2020-03-04;9;70;69;29;57;44;29;57;58;110;67;76;69;26;4;45;71;91;64;43;72;67;82;95;n/d;7;87;54;98;66;101;81;71;41;68;69;109;70;27;55;58
2020-03-04;10;64;55;22;69;33;23;51;38;110;65;68;56;21;4;39;70;87;59;29;71;59;80;86;n/d;10;84;50;87;54;101;76;64;30;67;59;104;65;21;49;50
2020-03-04;11;48;34;18;42;31;21;45;25;100;59;60;44;13;3;31;50;79;47;24;57;46;82;89;n/d;7;67;33;80;43;88;55;51;20;48;n/d;96;54;23;30;40
2020-03-04;12;32;25;18;31;18;26;25;21;88;52;40;32;12;3;21;29;65;28;14;34;50;77;75;n/d;5;51;21;75;33;n/d;36;39;15;38;35;78;38;18;22;27
2020-03-04;13;33;21;16;20;16;18;20;19;75;44;26;33;12;1;18;25;60;24;11;26;37;75;80;n/d;3;44;22;69;31;n/d;33;32;13;37;35;69;28;14;19;21
2020-03-04;14;n/d;25;17;31;16;15;22;22;92;42;26;35;10;1;n/d;30;66;34;13;33;35;72;74;n/d;2;54;20;73;37;70;46;n/d;14;39;36;92;33;15;22;17
2020-03-04;15;35;24;17;28;13;20;21;19;80;37;30;39;7;2;n/d;31;66;33;11;30;43;72;64;n/d;3;51;19;70;41;n/d;36;n/d;15;38;38;80;32;10;18;16
2020-03-04;16;36;22;19;33;12;17;27;18;96;36;31;34;9;1;n/d;33;69;32;18;31;51;78;67;n/d;3;56;17;76;33;76;38;n/d;14;40;33;90;30;12;21;20
2020-03-04;17;40;25;25;30;16;21;25;22;93;38;29;32;11;2;n/d;36;69;28;20;29;56;84;69;n/d;3;55;22;72;35;82;47;n/d;14;34;31;93;27;11;19;15
2020-03-04;18;40;28;26;37;15;21;26;26;91;43;31;39;13;2;n/d;35;69;26;19;34;60;97;73;n/d;6;58;20;73;35;79;49;n/d;17;39;36;86;31;11;22;22
2020-03-04;19;41;32;24;38;14;19;27;28;85;45;31;40;10;1;n/d;37;68;28;18;37;47;91;65;n/d;4;62;20;67;35;69;50;n/d;19;41;38;80;33;12;25;22
2020-03-04;20;41;27;17;38;13;15;24;20;79;38;33;35;9;1;n/d;37;67;28;15;40;34;72;70;n/d;3;55;25;67;34;69;43;n/d;15;43;38;90;31;13;23;18
2020-03-04;21;40;22;13;31;13;12;20;16;91;27;29;36;8;1;n/d;38;58;26;14;39;25;58;66;n/d;3;56;25;64;27;63;41;n/d;12;41;37;83;30;8;20;17
2020-03-04;22;33;17;12;25;11;12;17;13;73;21;26;32;6;1;n/d;33;49;22;12;37;18;56;57;n/d;3;40;21;55;30;51;31;n/d;10;31;37;68;31;7;15;16
2020-03-04;23;33;15;11;21;16;9;19;13;66;16;28;33;5;1;n/d;31;51;20;12;29;21;42;52;n/d;4;46;17;50;35;61;29;n/d;10;30;41;71;28;8;15;14
2020-03-04;24;34;16;8;20;18;9;19;12;69;14;31;32;5;1;n/d;34;48;23;10;38;19;27;45;n/d;3;46;19;50;30;49;29;n/d;9;30;36;63;30;6;13;14
2020-03-05;1;27;11;9;13;14;9;20;10;52;15;35;29;4;1;n/d;26;35;22;8;26;19;17;34;n/d;3;31;19;39;27;32;28;n/d;9;22;36;59;25;5;11;15
2020-03-05;2;29;11;7;12;10;8;18;8;41;12;25;25;3;1;n/d;20;27;22;7;17;8;23;30;n/d;2;21;17;37;28;25;22;n/d;8;17;36;61;22;7;11;14
2020-03-05;3;21;11;7;11;12;6;18;7;62;11;27;21;3;1;n/d;23;25;18;8;19;8;44;29;n/d;1;20;13;36;21;27;18;n/d;9;17;30;60;19;4;8;12
2020-03-05;4;26;16;11;19;10;6;15;11;68;10;28;22;5;3;n/d;24;31;16;11;20;17;71;37;n/d;2;29;20;43;20;37;29;n/d;10;24;25;69;21;3;14;11
2020-03-05;5;30;25;11;34;11;7;19;21;79;17;39;25;13;2;n/d;32;42;25;17;33;30;80;48;n/d;1;40;27;64;30;69;44;n/d;14;31;30;81;32;5;20;14
2020-03-05;6;42;40;11;49;12;8;22;32;86;33;51;37;18;1;n/d;38;59;36;24;43;37;88;67;n/d;1;52;39;78;35;75;62;n/d;28;45;38;89;48;10;24;20
2020-03-05;7;57;48;14;54;13;11;25;41;86;48;50;47;22;0;n/d;43;75;38;34;40;58;86;79;n/d;2;70;40;93;38;102;76;n/d;36;58;40;92;52;15;37;24
2020-03-05;8;59;53;20;59;15;15;34;49;92;54;56;48;24;2;n/d;52;82;43;40;41;72;92;80;n/d;2;77;40;87;43;96;77;n/d;34;61;48;91;49;22;41;24
2020-03-05;9;44;43;22;53;13;16;27;41;76;52;39;43;30;2;n/d;39;73;39;32;41;77;77;77;n/d;4;68;31;n/d;28;64;66;n/d;25;54;36;80;48;17;33;19
2020-03-05;10;51;46;25;48;12;18;20;44;94;53;31;38;25;5;n/d;42;82;37;30;44;70;95;89;n/d;3;73;33;86;39;97;75;n/d;29;57;39;96;50;22;34;17
2020-03-05;11;58;56;31;63;24;40;38;50;104;55;53;50;28;5;n/d;57;n/d;47;30;56;65;87;80;n/d;5;80;46;88;54;95;82;n/d;32;64;53;117;57;21;49;23
2020-03-05;12;63;60;33;66;25;31;40;47;92;56;54;54;23;3;n/d;61;88;53;21;61;59;95;82;n/d;3;78;49;80;56;88;75;n/d;29;66;57;96;59;22;52;29
2020-03-05;13;47;41;23;47;25;20;33;17;91;47;48;45;8;1;26;48;76;42;14;56;46;62;87;n/d;1;56;34;82;47;72;53;49;22;44;49;86;47;10;27;29
2020-03-05;14;27;21;19;18;17;18;23;12;64;40;30;25;6;0;21;21;58;26;10;30;50;57;82;n/d;1;44;18;58;35;46;29;31;13;25;29;52;28;5;16;27
2020-03-05;15;26;18;18;12;10;11;16;12;69;31;17;21;5;0;17;19;53;19;11;21;38;68;73;n/d;1;36;18;64;34;63;n/d;31;11;23;25;47;24;4;11;18
2020-03-05;16;32;20;24;20;19;16;21;16;83;45;21;36;7;0;21;25;71;25;14;32;40;n/d;81;n/d;1;52;22;80;43;85;37;34;23;36;38;71;33;6;17;23
2020-03-05;17;40;23;22;23;20;16;36;23;91;45;26;43;13;1;27;32;77;31;23;36;51;n/d;76;n/d;3;61;31;84;47;109;64;48;18;38;42;93;33;8;21;21
2020-03-05;18;49;39;19;53;16;20;26;30;99;47;47;31;16;6;23;50;77;43;21;51;41;n/d;79;n/d;7;74;24;81;38;62;54;60;18;48;38;60;51;16;31;24
2020-03-05;19;23;16;22;22;20;18;24;19;57;29;20;24;16;8;24;27;47;25;19;27;33;n/d;53;n/d;11;46;15;34;23;33;29;30;16;25;25;23;25;9;18;30
2020-03-05;20;28;18;19;22;21;17;23;22;66;23;18;26;16;8;25;29;51;21;16;24;32;n/d;66;n/d;11;44;18;33;25;31;31;34;18;27;27;27;27;13;23;25
2020-03-05;21;26;14;17;24;24;15;30;18;60;34;19;23;12;8;25;30;40;24;13;24;23;n/d;60;n/d;13;44;15;39;24;25;32;30;17;26;31;23;30;11;18;29
2020-03-05;22;20;10;18;14;16;16;18;18;38;25;11;18;14;10;16;20;32;15;17;12;19;n/d;47;n/d;12;35;13;26;17;22;24;23;15;20;21;18;18;12;17;20
2020-03-05;23;23;15;17;20;17;15;22;18;43;23;11;21;14;7;20;23;34;19;14;17;17;n/d;44;n/d;7;38;16;29;21;25;28;25;17;22;24;22;22;15;17;14
2020-03-05;24;17;10;12;16;16;12;19;16;36;19;15;17;9;5;16;19;28;18;10;14;13;n/d;36;n/d;5;34;11;27;16;20;21;19;12;17;19;16;20;11;13;19
2020-03-06;1;15;7;9;12;12;10;16;12;31;15;9;14;7;4;12;16;24;12;9;10;10;n/d;32;n/d;5;32;9;27;13;15;19;18;10;16;16;13;21;8;11;12
2020-03-06;2;14;7;8;12;11;8;14;12;34;14;9;13;6;3;11;14;20;12;8;9;7;n/d;27;n/d;4;28;8;29;11;15;17;17;9;15;16;12;24;7;10;11
2020-03-06;3;13;7;7;11;11;8;16;12;33;14;8;11;5;3;10;14;22;11;8;10;7;n/d;27;n/d;3;25;8;24;11;12;15;15;8;15;13;11;18;7;9;10
2020-03-06;4;13;10;8;12;12;9;14;13;47;14;8;11;6;2;12;14;22;11;8;12;13;n/d;38;n/d;3;n/d;8;27;11;16;18;17;9;18;13;11;19;6;10;12
2020-03-06;5;15;11;14;14;13;13;20;13;67;16;9;13;8;2;14;18;27;16;9;13;26;n/d;71;n/d;3;n/d;10;34;15;23;28;20;12;20;14;14;22;7;12;16
2020-03-06;6;21;23;19;23;16;20;36;18;96;23;12;21;15;2;20;31;47;21;16;25;25;n/d;103;n/d;3;n/d;17;54;27;44;53;36;21;29;23;20;38;7;20;26
2020-03-06;7;33;28;32;34;27;30;44;33;101;43;12;29;25;2;32;44;70;35;21;32;53;n/d;105;n/d;5;n/d;28;57;46;58;65;59;26;40;40;33;34;11;34;36
2020-03-06;8;42;32;45;36;37;35;43;37;96;60;14;38;29;3;37;52;70;35;29;37;53;n/d;100;n/d;5;n/d;33;62;57;63;69;56;40;48;52;37;40;16;42;n/d
2020-03-06;9;33;27;39;31;33;26;40;35;100;59;10;34;21;3;37;41;68;33;23;34;47;n/d;90;n/d;5;n/d;30;58;47;62;65;54;35;41;46;27;34;18;37;n/d
2020-03-06;10;36;20;30;23;29;21;27;25;79;53;8;34;15;3;31;39;70;21;17;24;33;n/d;92;n/d;4;n/d;23;46;52;63;62;51;24;32;45;28;27;16;29;22
2020-03-06;11;30;22;21;20;24;21;26;25;68;n/d;7;29;11;3;27;35;68;21;19;17;24;61;97;n/d;6;n/d;21;42;34;65;65;55;22;31;42;21;25;16;30;19
2020-03-06;12;22;16;18;16;17;19;15;23;60;64;7;26;10;3;24;27;58;13;14;13;25;51;86;n/d;6;n/d;21;38;30;57;60;41;22;20;34;20;18;13;26;15
2020-03-06;13;18;14;20;19;13;24;13;23;56;38;10;18;11;2;20;31;52;12;12;13;21;62;92;n/d;6;n/d;17;32;28;50;48;36;22;17;31;18;16;7;19;19
2020-03-06;14;21;15;22;25;17;25;16;20;56;42;7;20;10;2;21;42;60;14;18;17;28;67;82;n/d;5;n/d;20;41;25;57;60;36;19;17;31;19;18;6;20;14
2020-03-06;15;25;12;20;22;15;23;15;21;67;35;5;21;13;3;26;34;68;14;13;21;23;73;89;n/d;4;n/d;15;41;36;58;65;33;16;19;30;28;22;8;24;15
2020-03-06;16;20;13;27;23;17;30;15;21;61;42;10;22;17;4;24;37;65;16;15;21;27;78;92;n/d;6;42;15;45;40;67;72;39;20;18;30;31;19;9;23;25
2020-03-06;17;24;17;37;32;23;35;22;32;68;44;16;23;23;7;23;50;71;23;17;24;37;87;95;n/d;7;37;20;62;55;69;79;48;31;27;33;32;17;6;25;26
2020-03-06;18;33;23;54;38;37;49;34;32;69;42;33;29;29;7;32;46;78;26;21;28;58;110;104;n/d;10;62;23;63;53;63;76;53;28;31;44;46;33;8;27;41
2020-03-06;19;33;30;86;51;54;58;57;42;77;61;33;32;38;8;47;62;81;44;50;55;71;120;115;n/d;13;62;30;76;48;79;68;61;32;46;46;39;41;12;37;61
2020-03-06;20;40;63;84;54;61;77;64;52;88;53;57;39;45;9;61;60;84;53;74;55;73;110;136;n/d;14;66;39;69;52;84;71;66;39;53;47;47;52;15;49;85
2020-03-06;21;41;68;59;65;66;65;80;56;94;46;42;40;47;7;49;57;80;52;77;47;65;108;147;n/d;10;63;59;68;52;81;65;68;58;51;48;49;56;15;45;86
2020-03-06;22;41;66;81;74;74;73;89;44;116;39;47;39;44;7;67;61;79;60;63;63;65;91;130;n/d;5;65;55;78;54;73;65;62;73;47;49;62;58;12;53;83
2020-03-06;23;35;63;60;73;71;69;94;35;120;41;67;35;37;6;77;60;68;77;51;79;65;81;130;n/d;6;51;50;82;40;67;66;62;67;61;52;36;65;11;46;87
2020-03-06;24;32;51;60;57;71;59;94;38;114;39;46;32;46;6;90;51;62;74;51;76;52;70;100;n/d;7;57;54;72;33;62;59;58;68;34;50;32;55;9;42;86
2020-03-07;1;41;60;60;n/d;65;43;93;41;96;41;34;30;37;5;85;53;68;78;45;71;38;51;97;40;5;67;48;62;38;63;67;57;59;57;50;39;43;14;42;76
2020-03-07;2;43;50;43;n/d;63;29;89;29;78;38;37;30;24;5;n/d;61;59;77;40;57;30;25;101;31;4;68;33;78;43;57;57;46;57;62;57;41;62;10;29;72
2020-03-07;3;31;45;34;n/d;60;33;79;22;90;22;42;38;26;4;84;48;49;69;35;67;45;39;91;27;4;48;31;74;36;49;42;42;53;52;41;37;64;7;27;71
2020-03-07;4;28;46;48;57;58;36;82;18;88;15;42;38;31;3;74;34;38;66;28;64;41;52;88;27;4;46;26;58;32;45;45;35;46;42;38;30;43;5;25;65
2020-03-07;5;28;55;34;47;54;39;69;20;99;14;43;37;34;3;67;36;44;60;32;62;46;51;87;32;4;44;51;67;37;48;50;38;41;40;48;38;48;5;28;69
