date;heure;PA01H;GEN;LOGNES;PA15L;CERGY;NOGENT;A1;DEF;RUR-NO;PA18;OPERA;BOB;RUR_S;RN6;RN2;HAUS;AUT;VITRY;RD934;BASCH;ELYS;RAMBO;BP_EST;TREMB
2020-02-13;14;30;19;18;24;18;18;84;25;16;22;40;29;20;49;35;40;39;27;25;27;52;21;28;21
2020-02-13;15;25;19;18;24;23;18;75;21;17;22;34;20;13;42;29;34;33;25;21;28;50;20;28;19
2020-02-13;16;20;14;17;18;10;15;59;17;11;19;31;20;18;31;22;34;30;12;20;17;29;11;19;18
2020-02-13;17;17;11;11;17;12;10;34;14;10;15;23;12;7;17;12;25;30;11;9;14;20;10;14;16
2020-02-13;18;16;10;9;18;18;8;34;15;18;12;17;12;6;12;14;20;38;19;13;18;20;9;12;10
2020-02-13;19;17;13;12;27;15;12;30;18;13;15;21;14;11;17;15;21;28;26;12;24;21;13;18;14
2020-02-13;20;17;12;10;20;17;7;34;16;18;15;17;11;9;18;15;16;24;12;12;15;19;17;12;13
2020-02-13;21;16;14;13;20;14;11;33;21;17;15;13;17;11;24;22;23;31;17;10;20;20;20;20;11
2020-02-13;22;20;17;15;20;17;15;41;28;15;18;23;17;13;21;16;17;26;24;16;20;23;15;18;13
2020-02-13;23;18;17;15;25;17;13;43;33;17;18;27;19;12;17;18;23;33;22;18;25;24;12;22;15
2020-02-13;24;19;17;15;17;19;11;43;23;18;18;24;17;14;15;16;29;32;20;15;24;28;21;22;16
2020-02-14;1;19;19;17;20;16;15;40;21;24;19;18;20;10;15;17;25;25;19;14;18;30;16;22;17
2020-02-14;2;16;17;18;13;20;14;39;19;16;18;21;16;9;16;20;24;21;8;17;14;20;15;15;20
2020-02-14;3;15;16;16;22;23;12;36;14;22;15;18;18;9;16;18;31;24;12;14;19;20;15;21;25
2020-02-14;4;19;15;14;17;16;15;32;16;20;18;21;18;10;18;22;22;26;19;13;22;21;14;23;17
2020-02-14;5;20;17;15;16;21;14;58;18;29;17;21;22;11;21;23;25;39;19;10;21;25;17;23;17
2020-02-14;6;22;18;16;21;22;16;94;19;23;21;28;27;10;19;24;29;45;18;14;23;37;10;25;20
2020-02-14;7;23;20;18;23;24;18;121;20;27;22;35;26;13;21;26;36;48;23;19;24;36;10;30;20
2020-02-14;8;23;22;23;24;19;19;120;27;18;22;41;22;12;19;31;39;57;19;17;31;43;15;26;23
2020-02-14;9;27;21;24;16;21;18;86;25;22;21;49;35;12;26;33;35;62;22;15;31;48;11;36;24
2020-02-14;10;23;19;21;23;19;18;82;21;15;19;48;28;15;38;31;34;60;19;16;30;50;14;33;24
2020-02-14;11;22;17;23;18;18;18;83;23;17;19;40;18;16;52;28;27;47;20;25;29;45;16;33;21
2020-02-14;12;20;17;20;17;17;16;71;20;13;17;39;17;29;52;23;40;60;19;18;27;34;16;39;17
2020-02-14;13;22;18;17;17;20;14;83;21;15;18;31;28;15;35;24;31;47;19;26;30;40;22;30;17
2020-02-14;14;24;17;18;18;19;16;67;21;15;18;34;24;13;33;27;28;42;18;27;30;36;15;34;18
2020-02-14;15;28;18;18;24;15;15;73;19;20;18;31;23;15;42;35;28;44;19;31;27;33;17;34;20
2020-02-14;16;26;16;17;21;22;16;53;22;13;19;37;24;16;42;36;29;45;24;23;34;34;21;33;19
2020-02-14;17;26;18;18;26;19;17;57;37;22;19;33;30;17;45;42;33;46;22;22;35;39;23;39;22
2020-02-14;18;29;19;21;24;24;21;51;33;23;22;43;29;18;56;43;39;49;23;54;38;44;24;41;26
2020-02-14;19;34;20;25;29;31;25;50;26;25;23;48;31;20;53;49;42;37;28;51;43;44;29;59;25
2020-02-14;20;39;21;24;28;24;26;47;26;25;27;44;29;19;51;48;40;50;24;34;44;45;30;57;28
2020-02-14;21;41;24;23;34;24;25;62;25;23;31;44;28;18;38;44;45;40;32;55;42;41;22;55;28
2020-02-14;22;37;26;23;30;28;30;53;26;26;31;44;26;20;35;61;47;41;23;27;46;41;20;53;29
2020-02-14;23;36;26;22;29;26;27;56;26;24;32;36;27;23;32;38;47;36;28;23;40;40;29;48;29
2020-02-14;24;34;28;23;29;28;24;60;24;22;31;35;25;18;29;41;37;35;28;19;40;42;25;43;26
2020-02-15;1;32;30;24;28;24;20;51;26;24;28;37;26;21;34;37;42;39;25;14;34;41;25;39;25
2020-02-15;2;31;29;20;27;26;22;45;25;25;28;33;28;23;33;33;34;37;23;18;30;34;27;38;23
2020-02-15;3;34;28;21;28;28;23;43;26;19;29;29;28;25;27;29;36;34;27;11;33;34;25;42;24
2020-02-15;4;30;27;20;23;23;20;49;29;21;30;29;28;21;28;32;35;33;26;20;34;31;27;31;26
2020-02-15;5;30;25;21;24;22;20;53;26;26;27;31;23;15;28;26;36;38;25;15;43;34;18;40;24
2020-02-15;6;31;26;25;25;25;22;50;28;24;28;28;32;19;28;37;31;35;25;19;37;33;23;40;25
2020-02-15;7;32;21;26;25;21;21;56;25;24;28;28;26;23;38;32;36;35;25;28;34;32;26;44;25
2020-02-15;8;32;23;22;18;19;21;56;21;17;26;26;28;18;37;48;37;32;29;26;37;27;17;39;25
2020-02-15;9;30;18;21;24;15;23;41;21;18;26;32;30;22;30;32;30;33;24;29;35;27;18;43;22
2020-02-15;10;32;20;22;19;14;22;45;19;17;24;38;25;19;34;32;25;34;26;29;38;27;18;35;21
2020-02-15;11;29;17;24;24;16;20;48;21;18;20;28;29;21;34;33;29;38;20;36;35;28;17;37;20
2020-02-15;12;30;15;18;17;9;19;49;17;11;22;30;18;26;37;31;25;26;22;31;32;18;18;36;18
2020-02-15;13;27;14;18;22;11;16;40;14;12;18;37;22;22;45;25;28;29;20;46;33;19;16;33;17
2020-02-15;14;29;14;18;25;10;19;46;16;10;15;36;23;18;38;30;25;31;28;37;29;23;18;37;17
2020-02-15;15;29;16;18;21;14;19;54;18;10;19;29;27;17;29;29;31;26;22;36;34;26;21;38;19
2020-02-15;16;27;16;20;22;17;17;47;18;16;22;43;20;19;34;31;31;32;21;39;32;28;20;37;18
2020-02-15;17;28;15;22;17;18;19;48;19;20;23;31;19;18;31;30;30;29;23;41;37;26;20;36;20
2020-02-15;18;32;15;21;19;20;17;46;25;17;24;22;27;17;34;34;36;31;18;31;34;31;23;34;19
2020-02-15;19;31;19;15;18;20;21;36;24;15;23;31;24;16;39;24;25;29;25;33;25;21;20;29;23
2020-02-15;20;30;19;19;19;17;15;35;18;15;24;34;22;16;21;24;21;25;22;20;25;21;16;30;15
2020-02-15;21;27;20;18;19;16;17;29;13;15;23;29;20;16;19;24;19;20;16;22;20;21;15;27;14
2020-02-15;22;25;15;14;16;12;13;34;20;16;18;18;21;13;23;17;21;18;17;11;18;25;21;23;14
2020-02-15;23;23;15;15;14;12;11;41;16;12;17;37;21;18;15;23;17;22;15;10;17;21;21;25;14
2020-02-15;24;18;14;9;13;15;11;24;15;15;16;22;16;15;17;22;20;21;16;10;20;17;16;21;14
2020-02-16;1;18;13;11;17;16;9;21;12;14;15;22;13;8;60;16;16;19;11;12;16;17;17;18;16
2020-02-16;2;14;13;10;9;13;10;19;11;11;12;19;14;13;33;14;16;17;10;10;15;14;13;13;11
2020-02-16;3;13;10;8;11;10;9;16;9;9;11;15;11;12;14;13;13;18;9;8;15;15;9;16;11
2020-02-16;4;12;5;7;10;10;8;14;6;8;12;15;11;11;14;9;12;13;9;9;13;16;13;19;11
2020-02-16;5;14;10;12;14;8;8;24;11;5;10;14;9;10;13;13;13;17;11;11;19;18;15;15;11
2020-02-16;6;14;12;18;12;13;9;27;10;8;13;9;13;11;13;15;18;16;16;9;17;17;14;15;13
2020-02-16;7;n/d;13;11;11;11;11;26;12;12;12;6;10;12;14;14;12;13;9;6;20;14;13;17;13
2020-02-16;8;13;11;11;8;11;9;29;13;12;12;9;11;9;15;13;13;15;15;8;19;14;11;20;12
2020-02-16;9;11;12;15;15;12;11;23;7;8;10;17;18;10;22;19;11;18;8;9;23;12;13;16;9
2020-02-16;10;13;10;9;15;14;12;31;8;13;12;12;16;12;15;17;15;20;17;17;18;15;10;24;10
2020-02-16;11;15;7;9;10;10;7;24;9;10;11;15;10;9;18;17;19;22;14;13;13;17;10;19;13
2020-02-16;12;13;9;9;9;9;5;27;9;8;11;14;10;7;19;22;15;16;12;11;16;13;8;17;15
2020-02-16;13;14;7;23;11;9;5;26;8;10;11;13;10;10;24;23;15;25;14;11;21;20;8;20;12
2020-02-16;14;17;7;25;12;13;5;37;5;12;12;17;13;15;30;22;19;26;10;10;17;17;9;23;10
2020-02-16;15;15;8;15;14;8;7;55;6;7;9;16;15;11;26;24;48;20;15;12;19;21;7;21;9
2020-02-16;16;15;7;18;11;7;10;26;10;8;8;25;13;11;22;19;22;14;11;13;14;18;10;21;10
2020-02-16;17;12;8;15;15;12;10;20;10;8;9;28;10;10;21;26;26;25;14;10;14;21;20;17;10
2020-02-16;18;n/d;8;9;10;9;10;25;6;5;6;23;14;9;19;15;19;21;12;7;23;15;12;13;9
2020-02-16;19;n/d;4;9;9;9;7;17;6;3;8;18;9;10;20;16;13;13;13;7;13;16;7;13;9
2020-02-16;20;n/d;n/d;n/d;5;6;7;22;n/d;1;1;8;4;8;16;4;8;16;9;5;8;5;3;10;2
2020-02-16;21;n/d;2;0;1;5;2;25;4;0;2;n/d;3;4;6;6;6;12;3;1;7;8;2;6;0
2020-02-16;22;n/d;2;2;1;5;0;24;3;5;2;12;2;3;5;4;4;14;1;1;4;5;1;4;1
2020-02-16;23;n/d;5;3;7;5;0;15;6;4;0;13;1;3;4;1;7;9;2;3;6;2;1;11;2
2020-02-16;24;n/d;4;2;5;5;1;11;7;9;1;2;2;5;4;2;5;6;2;2;7;4;0;10;3
2020-02-17;1;n/d;7;3;4;5;n/d;8;10;7;n/d;5;2;4;3;5;3;5;4;1;4;8;2;10;0
2020-02-17;2;n/d;4;3;8;6;2;7;6;3;0;5;2;0;5;3;2;4;6;2;2;7;2;7;4
2020-02-17;3;n/d;3;4;7;6;0;8;4;8;4;5;6;2;5;2;4;4;4;3;2;6;7;4;4
2020-02-17;4;n/d;4;4;11;9;0;11;5;7;3;7;5;3;4;2;6;15;8;4;9;8;8;9;4
2020-02-17;5;n/d;5;4;7;8;2;33;7;20;4;7;7;4;5;10;7;14;7;3;8;10;5;13;3
2020-02-17;6;n/d;5;3;9;8;3;35;9;7;5;7;4;5;9;17;10;20;10;1;18;16;5;19;6
2020-02-17;7;n/d;5;4;10;8;5;31;11;10;6;16;7;4;14;18;15;22;7;6;15;22;6;15;8
2020-02-17;8;n/d;3;4;12;7;4;51;5;7;9;23;11;2;13;21;25;27;8;4;15;22;7;18;7
2020-02-17;9;n/d;6;9;15;11;5;45;10;8;11;33;16;5;17;19;21;32;10;1;14;30;6;14;11
2020-02-17;10;n/d;10;6;14;11;6;62;13;12;13;27;14;4;15;24;18;31;8;4;15;31;11;23;20
2020-02-17;11;n/d;12;9;20;14;10;67;17;10;13;27;19;6;14;25;28;33;15;7;22;33;9;36;14
2020-02-17;12;n/d;11;12;18;11;n/d;53;20;9;15;30;18;7;16;23;28;37;17;10;17;28;11;17;13
2020-02-17;13;n/d;9;13;13;11;6;49;20;15;14;29;13;10;17;17;27;29;11;8;20;33;10;21;11
2020-02-17;14;n/d;11;13;16;9;10;60;16;10;14;30;11;7;18;16;28;36;13;10;12;28;7;20;12
2020-02-17;15;n/d;10;10;12;9;8;64;11;8;11;32;14;5;13;13;22;27;10;15;17;27;6;13;13
2020-02-17;16;n/d;7;10;10;14;7;44;13;11;8;15;11;5;25;12;18;28;11;11;12;22;8;12;12
2020-02-17;17;n/d;7;11;11;14;7;43;14;8;12;20;14;4;23;19;25;30;17;14;12;24;9;13;11
2020-02-17;18;n/d;5;10;7;10;5;31;13;7;9;20;9;5;31;8;17;20;3;13;10;10;7;9;10
2020-02-17;19;n/d;7;7;8;13;4;26;8;11;8;13;10;10;28;7;12;18;9;7;8;12;5;9;7
2020-02-17;20;n/d;10;7;7;13;4;28;9;8;9;8;9;8;19;14;14;21;8;4;8;10;4;9;8
2020-02-17;21;n/d;8;6;7;9;2;47;7;6;9;17;7;6;15;9;11;19;11;5;11;15;5;10;9
2020-02-17;22;n/d;5;7;6;8;4;32;9;8;7;12;7;9;20;8;18;20;10;8;13;17;9;8;8
2020-02-17;23;n/d;7;9;6;8;5;33;8;7;7;12;9;14;15;11;12;22;8;8;10;11;7;8;9
2020-02-17;24;n/d;8;8;11;9;4;27;8;9;7;10;11;13;14;8;10;18;7;6;11;11;7;11;9
2020-02-18;1;n/d;8;8;12;9;4;23;8;10;7;11;12;13;16;10;10;10;12;6;10;12;18;11;9
2020-02-18;2;n/d;7;9;9;12;4;19;9;8;8;15;9;9;15;8;12;12;10;9;11;10;9;12;10
2020-02-18;3;n/d;8;8;11;9;7;21;7;8;9;9;12;10;10;13;12;19;11;11;15;11;11;15;11
2020-02-18;4;n/d;8;10;8;11;8;27;9;8;11;12;12;9;13;15;14;17;13;12;17;16;6;22;10
2020-02-18;5;n/d;10;12;11;10;9;33;12;14;11;14;16;9;21;23;15;24;16;12;23;14;7;22;11
2020-02-18;6;n/d;11;13;16;13;11;43;15;15;13;15;16;8;26;22;15;31;16;12;28;25;13;26;13
2020-02-18;7;n/d;13;13;15;14;14;44;17;11;15;20;22;11;29;21;27;33;17;13;27;32;9;25;14
2020-02-18;8;19;16;14;24;14;14;33;17;11;15;31;24;11;40;25;33;37;22;11;31;36;9;32;18
2020-02-18;9;22;18;17;20;13;18;48;24;15;20;31;25;12;40;32;30;36;23;18;30;40;17;34;20
2020-02-18;10;23;19;16;17;18;21;68;18;16;21;30;22;13;34;26;29;45;22;22;30;40;10;31;26
2020-02-18;11;19;n/d;17;18;15;18;71;18;17;17;n/d;16;10;57;27;25;42;15;24;29;34;15;27;23
2020-02-18;12;21;n/d;18;13;13;16;51;18;8;16;n/d;18;11;57;21;26;38;16;18;29;29;10;22;18
2020-02-18;13;20;11;15;14;13;14;58;n/d;8;16;n/d;16;9;35;16;33;35;14;21;21;36;15;18;16
2020-02-18;14;18;12;14;11;8;14;56;18;11;14;n/d;10;7;31;22;28;38;14;27;20;34;7;19;14
2020-02-18;15;n/d;13;14;13;12;13;59;17;11;13;34;11;8;23;17;26;38;17;26;17;30;9;20;11
2020-02-18;16;n/d;13;10;9;12;10;44;16;12;11;26;15;10;31;18;26;35;10;19;22;31;10;19;12
2020-02-18;17;17;12;12;11;11;9;47;20;10;12;22;14;8;32;17;23;30;17;19;16;23;8;20;15
2020-02-18;18;16;12;12;14;11;9;38;13;13;12;24;13;6;25;17;23;30;17;24;22;26;10;22;16
2020-02-18;19;16;10;14;13;20;10;40;13;13;12;28;13;5;21;17;27;32;14;16;14;24;14;22;16
2020-02-18;20;19;11;13;14;15;12;37;17;12;13;24;18;10;16;23;20;26;13;14;19;19;10;20;15
2020-02-18;21;18;8;11;12;11;9;40;12;9;12;22;7;8;14;11;20;20;11;13;18;19;11;14;14
2020-02-18;22;14;9;9;9;10;8;33;8;8;9;23;9;8;10;15;16;16;12;8;16;17;9;16;12
2020-02-18;23;14;9;11;14;10;8;34;11;9;10;19;9;8;13;7;19;20;12;13;16;18;11;17;12
2020-02-18;24;14;10;10;13;10;10;24;12;10;11;18;13;10;16;12;13;20;18;11;15;14;9;16;10
2020-02-19;1;n/d;11;11;9;9;7;15;10;6;11;19;9;10;12;19;10;12;10;7;9;11;17;13;10
2020-02-19;2;n/d;3;8;4;6;2;10;6;4;3;11;5;9;8;0;7;9;8;4;5;6;1;9;5
2020-02-19;3;n/d;1;2;3;8;2;8;5;4;3;4;5;5;7;1;5;6;4;2;4;3;0;6;6
2020-02-19;4;n/d;6;0;3;5;2;20;3;7;3;5;5;2;6;3;6;6;2;7;5;3;1;5;3
2020-02-19;5;n/d;5;3;4;8;0;19;5;9;4;3;7;5;6;3;9;8;3;5;8;6;4;3;3
2020-02-19;6;n/d;6;5;6;8;5;30;7;9;6;5;7;4;8;4;11;15;7;4;6;10;4;9;6
2020-02-19;7;n/d;7;8;13;10;8;33;9;7;8;19;7;4;12;7;15;30;7;7;10;16;9;15;10
2020-02-19;8;n/d;8;11;12;8;7;41;14;10;9;22;12;7;12;15;21;30;9;10;10;22;11;13;10
2020-02-19;9;n/d;10;12;15;17;13;n/d;18;14;11;31;18;6;14;20;29;37;14;7;20;43;n/d;16;14
2020-02-19;10;n/d;15;15;24;17;18;n/d;18;17;16;32;16;14;21;23;29;49;21;6;32;41;16;22;16
2020-02-19;11;22;18;n/d;20;17;21;n/d;19;18;20;36;22;13;29;30;28;51;24;36;20;39;21;22;18
2020-02-19;12;23;20;n/d;20;18;19;n/d;26;14;21;39;23;14;40;21;25;41;21;30;30;27;17;18;16
2020-02-19;13;23;19;17;21;16;n/d;n/d;22;15;19;n/d;20;14;29;20;26;47;22;68;26;32;16;21;19
2020-02-19;14;23;16;16;20;17;n/d;n/d;19;17;17;36;16;16;31;19;29;48;18;58;25;39;19;17;19
2020-02-19;15;22;14;14;15;18;n/d;n/d;19;14;17;35;16;17;31;25;29;48;12;37;19;47;18;21;15
2020-02-19;16;21;18;16;14;12;14;n/d;22;19;18;47;17;18;33;22;27;37;19;24;17;20;15;28;15
2020-02-19;17;17;14;19;13;14;13;41;17;13;15;37;9;15;38;18;23;21;16;21;14;17;19;14;16
2020-02-19;18;17;12;15;17;17;8;28;14;15;13;20;16;14;28;22;19;22;14;14;24;19;15;27;19
2020-02-19;19;21;13;16;16;15;13;29;18;17;16;19;21;13;22;25;22;28;17;14;15;19;15;20;16
2020-02-19;20;23;14;18;19;18;17;37;15;17;17;25;23;14;21;25;23;26;15;17;20;26;15;26;16
2020-02-19;21;23;18;18;16;20;14;36;18;18;22;23;24;15;22;21;22;23;18;12;22;21;11;26;29
2020-02-19;22;23;17;17;18;17;17;37;16;18;20;22;19;10;18;19;16;17;19;20;26;18;8;29;21
2020-02-19;23;22;15;18;9;19;18;26;15;19;16;18;17;10;22;19;18;22;17;14;20;18;8;24;19
2020-02-19;24;18;15;16;12;15;13;32;16;17;16;17;13;11;18;16;19;19;17;10;20;23;6;18;19
2020-02-20;1;17;14;14;10;18;10;30;15;17;17;15;16;10;19;15;19;16;12;11;17;18;11;14;17
2020-02-20;2;17;14;13;16;18;11;30;13;12;15;18;14;9;15;15;21;20;16;10;18;21;16;15;14
2020-02-20;3;16;14;13;17;16;13;33;13;17;17;18;18;13;17;11;17;18;14;14;20;17;16;20;16
2020-02-20;4;17;15;14;12;14;13;33;13;14;15;21;13;11;15;18;17;18;16;12;15;14;14;24;14
2020-02-20;5;16;14;14;19;15;13;40;13;18;14;16;16;13;12;26;15;26;18;16;28;20;14;25;14
2020-02-20;6;15;13;14;16;14;12;46;12;17;14;19;19;9;18;23;24;25;12;6;33;23;13;31;16
2020-02-20;7;18;11;14;16;16;11;50;15;9;13;25;19;9;17;28;28;36;12;14;34;30;8;41;14
2020-02-20;8;20;14;15;13;8;13;44;18;11;14;37;20;11;15;29;24;36;18;16;33;28;6;27;13
2020-02-20;9;26;14;13;19;10;14;49;16;13;16;37;18;8;28;30;n/d;38;13;10;29;32;10;35;12
2020-02-20;10;24;10;13;20;8;15;51;19;10;15;34;27;6;23;47;n/d;42;16;30;29;29;7;36;13
2020-02-20;11;23;11;11;14;9;12;59;17;11;15;34;19;5;26;46;n/d;37;12;14;25;28;6;25;15
2020-02-20;12;23;12;10;11;7;12;51;15;12;14;29;17;4;26;28;29;41;10;15;23;25;7;27;14
2020-02-20;13;21;11;9;13;9;7;40;12;7;12;24;15;5;23;24;22;36;11;18;25;28;5;21;11
2020-02-20;14;27;9;8;13;7;8;60;9;9;11;31;16;6;19;18;20;38;8;23;23;21;6;19;13
2020-02-20;15;29;10;10;15;8;8;58;13;10;14;24;22;6;26;22;24;31;8;16;24;21;4;23;12
2020-02-20;16;25;10;13;15;9;5;41;12;10;15;25;20;9;23;24;21;25;12;18;27;22;9;18;14
2020-02-20;17;23;10;12;13;7;9;33;9;11;12;18;14;8;25;21;19;27;14;14;18;21;11;20;12
2020-02-20;18;15;10;10;10;11;7;26;10;10;11;21;11;9;22;15;18;19;10;9;15;17;7;12;11
2020-02-20;19;15;14;4;8;10;11;13;10;8;7;16;6;n/d;19;8;6;15;7;9;9;10;n/d;7;18
2020-02-20;20;7;6;2;7;7;7;26;7;10;7;4;7;n/d;9;10;8;18;6;5;9;11;n/d;9;5
2020-02-20;21;9;7;5;7;9;5;30;9;15;8;8;11;4;13;8;15;18;8;4;n/d;13;9;11;7
2020-02-20;22;12;7;8;10;11;6;36;8;19;11;16;14;7;13;12;19;13;8;6;n/d;12;9;14;7
2020-02-20;23;14;7;9;12;14;8;31;15;11;10;19;10;9;11;14;18;16;9;6;n/d;19;8;12;10
2020-02-20;24;13;10;12;15;12;8;39;20;12;12;33;13;9;13;13;18;19;9;6;n/d;22;18;19;12
2020-02-21;1;15;12;13;16;14;10;n/d;21;10;13;23;17;8;14;14;21;18;14;8;n/d;19;12;13;11
2020-02-21;2;17;11;13;18;16;11;n/d;16;13;14;13;18;9;17;17;19;19;14;10;n/d;23;18;23;13
2020-02-21;3;15;12;13;12;12;11;n/d;15;14;15;17;19;14;14;15;21;21;13;12;n/d;22;12;20;15
2020-02-21;4;17;11;14;17;13;13;n/d;15;15;15;20;17;13;12;18;33;26;15;9;n/d;21;12;16;17
2020-02-21;5;18;14;13;18;14;12;n/d;15;13;16;17;17;13;24;21;29;28;18;16;n/d;27;10;35;16
2020-02-21;6;16;16;13;13;13;14;n/d;14;17;17;22;28;13;20;28;20;36;17;9;n/d;29;14;40;16
2020-02-21;7;17;15;13;22;22;18;n/d;17;19;17;25;25;12;18;25;29;43;21;12;n/d;31;12;41;18
2020-02-21;8;20;19;17;25;21;20;n/d;19;13;19;35;30;16;23;41;30;47;24;12;n/d;37;12;41;21
2020-02-21;9;25;23;22;20;15;20;n/d;24;16;23;52;45;15;36;47;36;42;27;12;n/d;42;19;48;24
2020-02-21;10;30;24;22;22;13;28;n/d;27;21;25;51;40;21;43;50;38;50;31;28;n/d;42;18;47;29
2020-02-21;11;29;22;22;19;18;26;n/d;23;19;23;41;31;16;54;64;31;50;27;34;n/d;42;17;40;30
2020-02-21;12;25;18;22;23;16;20;n/d;21;14;19;34;21;12;38;29;36;46;22;26;n/d;35;18;25;27
2020-02-21;13;22;14;19;18;13;15;n/d;14;10;17;28;15;12;33;26;37;51;16;20;n/d;28;14;20;22
2020-02-21;14;18;10;14;14;10;11;n/d;15;16;13;32;14;12;30;18;27;45;14;16;n/d;38;11;23;17
2020-02-21;15;18;11;12;19;11;12;n/d;17;10;15;36;15;16;29;25;28;37;15;16;n/d;38;10;28;13
2020-02-21;16;17;9;12;18;13;12;57;17;9;14;26;12;12;30;19;22;40;10;18;n/d;20;10;27;13
2020-02-21;17;18;10;14;10;10;11;47;n/d;8;11;25;15;11;37;19;29;34;16;16;n/d;22;10;27;12
2020-02-21;18;15;13;16;15;16;11;49;n/d;13;15;22;19;11;47;20;30;36;16;41;n/d;23;14;27;15
2020-02-21;19;19;14;19;13;19;13;37;20;13;14;29;17;15;42;22;26;49;22;50;n/d;27;14;29;19
2020-02-21;20;22;15;19;16;20;18;39;20;17;18;27;20;14;40;23;30;35;17;26;n/d;28;20;27;17
2020-02-21;21;23;14;20;16;18;18;38;17;14;20;29;19;15;36;20;26;34;21;19;n/d;22;16;41;20
2020-02-21;22;21;13;23;20;17;20;35;17;13;19;31;20;12;32;30;20;35;19;13;n/d;24;12;47;23
2020-02-21;23;21;15;22;21;19;18;33;17;18;19;27;23;18;23;27;23;32;22;16;n/d;26;13;45;24
2020-02-21;24;20;15;17;15;18;18;37;15;16;19;27;21;20;21;37;26;36;16;25;n/d;23;13;44;18
2020-02-22;1;19;16;17;18;13;17;33;18;15;18;18;26;19;26;27;26;30;16;9;n/d;33;14;38;21
2020-02-22;2;19;15;17;16;15;15;36;16;17;17;22;19;17;17;23;24;22;14;14;n/d;24;14;34;18
2020-02-22;3;19;15;15;15;17;14;29;14;17;17;20;19;18;20;19;20;26;19;15;n/d;18;16;35;16
2020-02-22;4;17;15;14;17;16;10;29;13;12;18;20;19;14;16;23;21;23;19;15;n/d;16;13;28;16
2020-02-22;5;20;15;16;20;13;13;32;15;20;15;21;20;15;22;21;18;24;15;15;n/d;21;11;22;16
2020-02-22;6;17;14;19;16;18;18;36;18;15;16;9;25;18;23;20;19;29;14;19;n/d;24;11;25;16
2020-02-22;7;17;13;18;20;15;16;31;17;17;15;21;20;16;27;23;26;34;18;13;n/d;23;10;38;15
2020-02-22;8;18;14;14;17;19;13;49;17;12;17;27;18;17;28;24;25;36;16;18;n/d;23;13;29;17
2020-02-22;9;24;14;19;16;12;13;41;14;14;20;22;24;14;29;25;23;31;17;17;n/d;20;12;39;19
2020-02-22;10;33;19;19;15;9;17;45;15;11;18;29;20;14;26;23;18;37;22;20;n/d;24;10;34;16
2020-02-22;11;25;21;17;16;11;16;34;15;13;19;24;22;11;26;25;22;41;19;18;n/d;26;19;22;18
2020-02-22;12;20;14;13;17;14;13;41;15;13;13;24;19;13;20;19;21;31;18;20;n/d;26;12;17;13
2020-02-22;13;21;14;15;17;14;11;46;10;12;14;26;19;12;25;18;27;25;16;10;n/d;25;14;16;10
2020-02-22;14;20;11;12;17;15;10;45;13;15;14;28;11;12;24;24;21;29;17;16;n/d;22;10;21;13
2020-02-22;15;18;13;14;11;10;12;47;14;11;15;19;16;13;27;24;28;28;13;16;n/d;28;9;22;14
2020-02-22;16;18;14;14;17;16;11;46;14;9;15;22;14;13;25;20;31;35;16;13;n/d;25;8;21;15
2020-02-22;17;20;12;15;10;10;11;43;16;11;12;20;13;9;28;18;30;36;10;12;n/d;28;11;16;13
2020-02-22;18;17;14;15;14;13;10;42;13;13;14;22;17;15;25;21;30;37;14;14;n/d;28;11;20;14
2020-02-22;19;20;14;15;19;10;13;51;13;10;15;21;16;11;29;18;28;38;15;18;n/d;27;18;24;16
2020-02-22;20;19;16;14;12;10;13;46;13;11;18;25;17;10;24;22;28;31;13;12;n/d;28;11;22;16
2020-02-22;21;18;16;13;14;10;13;27;11;10;18;27;15;10;15;22;21;28;13;9;n/d;20;11;16;14
2020-02-22;22;18;12;11;10;9;9;32;9;7;14;17;12;10;20;11;19;27;11;7;n/d;22;11;18;12
2020-02-22;23;17;9;13;10;9;10;32;10;12;11;16;13;13;16;12;18;23;12;7;n/d;16;9;18;12
2020-02-22;24;13;8;10;12;10;10;31;9;8;12;17;10;10;14;12;15;22;8;5;n/d;18;7;12;11
2020-02-23;1;13;7;11;12;8;10;21;9;7;9;6;11;7;17;9;15;20;6;5;n/d;15;8;14;11
2020-02-23;2;11;6;9;14;5;7;19;11;4;8;10;7;6;17;8;14;15;8;6;n/d;15;8;12;9
2020-02-23;3;10;6;7;10;3;6;16;9;n/d;9;16;8;11;15;8;13;14;10;10;n/d;14;10;11;9
2020-02-23;4;11;8;8;11;2;6;19;6;n/d;10;12;10;9;18;11;14;14;7;11;n/d;12;13;11;10
2020-02-23;5;10;6;10;13;4;7;28;7;n/d;13;14;7;9;13;9;11;15;5;8;n/d;13;7;8;4
2020-02-23;6;9;7;5;9;3;3;20;3;4;10;19;5;11;12;8;8;8;2;7;n/d;10;2;8;9
2020-02-23;7;6;4;4;5;2;2;16;0;3;6;10;3;9;16;8;6;6;0;7;n/d;10;0;8;8
2020-02-23;8;3;n/d;6;3;2;2;14;2;0;5;12;3;6;10;9;5;7;2;8;n/d;7;0;11;4
2020-02-23;9;5;n/d;10;3;3;4;19;3;5;2;9;2;7;12;7;5;8;4;8;n/d;6;2;8;2
2020-02-23;10;5;n/d;6;5;4;3;21;3;4;4;2;n/d;7;13;9;5;14;4;6;n/d;10;4;11;0
